x,y_upper,y_lower
0.0,0.0,0.0
0.5025125628140703,0.9283931838954241,0.07663194173271648
1.0050251256281406,1.6057884260672108,0.4042618251890705
1.507537688442211,2.241449617235724,0.7736257596486978
2.0100502512562812,2.855334127611172,1.1647663749013906
2.5125628140703515,3.455192582513323,1.56993304562738
3.015075376884422,4.0450097754813985,1.985140978287445
3.517587939698492,4.627158481304995,2.4080173980919897
4.0201005025125625,5.20318826109928,2.8370127439258446
4.522613065326633,5.774177861317518,3.271048269335748
5.025125628140703,6.340914429179393,3.709336827102013
5.527638190954773,6.903993463274796,4.151282918634751
6.030150753768844,7.463878565690124,4.596422941847563
6.532663316582914,8.020939157292291,5.0443874758735365
7.035175879396984,8.575475348244193,5.494876410549775
7.537688442211055,9.127734940195294,5.947641944226815
8.040201005025125,9.677925406169,6.40247660388125
8.542713567839195,10.226222551712269,6.859204583966122
9.045226130653266,10.772776917110729,7.317675344195803
9.547738693467336,11.317718602146362,7.77775878478831
10.050251256281406,11.861160964354724,8.239341548208088
10.552763819095476,12.403203496791061,8.702324141399892
11.055276381909547,12.943934097620692,9.166618666198401
11.557788944723617,13.483430881785,9.632147007662233
12.060301507537687,14.021763642974658,10.098839372100716
12.562814070351758,14.558995045129738,10.566633095573778
13.065326633165828,15.095181602297204,11.035471664034452
13.567839195979898,15.630374491115056,11.50530390084474
14.070351758793969,16.164620229639667,11.97608328794827
14.572864321608039,16.697961248481644,12.447767394734433
15.07537688442211,17.23043637445158,12.92031739439264
15.57788944723618,17.762081242581466,13.393697651890893
16.08040201005025,18.29292864909224,13.867875371008262
16.58291457286432,18.823008855348064,14.342820290380573
17.08542713567839,19.35234985087877,14.818504420478012
17.587939698492463,19.880977582020712,15.294901814964213
18.09045226130653,20.408916151521158,15.771988371091904
18.5929648241206,20.936187993494727,16.249741654746472
19.09547738693467,21.46281402735645,16.728140746512892
19.597989949748744,21.98881379374152,17.207166105755967
20.100502512562812,22.51420557492456,17.686799450201065
20.60301507537688,23.03900650184655,18.16702364890721
21.105527638190953,23.563232649526153,18.647822626855753
21.608040201005025,24.086899122359714,19.129181279650336
22.110552763819094,24.610020130588758,19.61108539704943
22.613065326633162,25.132609059026468,20.093521594239856
23.115577889447234,25.654678528978376,20.576477249916092
23.618090452261306,26.17624045416145,21.05994045036116
24.120603015075375,26.697306091315458,21.543899938835292
24.623115577889443,27.217886086107402,22.028345069671484
25.125628140703515,27.737990514850605,22.513265766556426
25.628140703517587,28.25762892249297,22.998652484542205
26.130653266331656,28.776810357271344,23.484496175391968
26.633165829145725,29.295543402379774,23.970788255911675
27.135678391959797,29.81383620495701,24.457520578962583
27.63819095477387,30.33169650266227,24.94468540688547
28.140703517587937,30.8491316480766,25.432275387099274
28.643216080402006,31.366148631139943,25.92028352966407
29.145728643216078,31.88275409981002,26.408703186622137
29.64824120603015,32.39895437910863,26.89752803295167
30.15075376884422,32.914755488702745,27.386752048985695
30.653266331658287,33.43016315915178,27.876369504164792
31.15577889447236,33.945182846938756,28.36637494200596
31.65829145728643,34.45981974839042,28.85676316618244
32.1608040201005,34.974078812580984,29.34752922762002
32.66331658291457,35.48796475330417,29.838668412524967
33.16582914572864,36.001482060190085,30.330176231267192
33.66834170854271,36.51463500903569,30.822048408049728
34.17085427135678,37.02742767141111,31.31428087130245
34.67336683417085,37.53986392359791,31.806869744743786
35.175879396984925,38.05194745491034,32.29981133905951
35.678391959798994,38.56368177544543,32.793102144152556
36.18090452261306,39.0750702233041,33.28673882192202
36.68341708542713,39.58611597132091,33.780718199533354
37.1859296482412,40.09682203333734,34.27503726314506
37.688442211055275,40.607191270049825,34.769693152060725
38.19095477386934,41.11722639446125,35.26468315327744
38.69346733668341,41.626929976962096,35.76000469640473
39.19597989949749,42.13630445006485,36.25565534893013
39.698492462311556,42.64535211281354,36.75163281180957
40.201005025125625,43.15407513488824,37.24793491536301
40.70351758793969,43.66247556042244,37.74455961545694
41.20603015075376,44.17055531155005,38.24150498995747
41.70854271356784,44.678316191696844,38.73876923543883
42.211055276381906,45.18575988863029,39.236350664133525
42.713567839195974,45.69288797728022,39.73424770111173
43.21608040201005,46.19970192234168,40.23245888167842
43.71859296482412,46.70620308067037,40.73098284897787
44.22110552763819,47.2123927034802,41.229818351796176
44.723618090452256,47.71827193835122,41.72896424255329
45.226130653266324,48.22384183105588,42.22841947547677
45.7286432160804,48.729103327210346,42.72818310495045
46.23115577889447,49.234057273757166,43.22825428403177
46.73366834170854,49.738704420284705,43.72863226313237
47.23618090452261,50.2430454201883,44.22931638885692
47.73869346733668,50.74708083167719,44.730306102996174
48.24120603015075,51.25081111863113,45.23160094167037
48.74371859296482,51.754236651309505,45.73320053462013
49.24623115577889,52.25735770691571,46.23510460464206
49.74874371859296,52.7601744700186,46.73731296716733
50.25125628140703,53.262687032832666,47.239825529981395
50.7537688442211,53.764895395357925,47.74264229308427
51.256281407035175,54.26679946537986,48.24576334869049
51.75879396984924,54.76839905832962,48.749188881368866
52.26130653266331,55.26969389700382,49.252919168322805
52.76381909547738,55.77068361114307,49.75695457981169
53.26633165829145,56.27136773686762,50.26129557971528
53.768844221105525,56.77174571596822,50.76594272624283
54.27135678391959,57.27181689504954,51.27089667278965
54.77386934673366,57.771580524523216,51.77615816894411
55.27638190954774,58.271035757446704,52.28172806164877
55.778894472361806,58.77018164820382,52.787607296519795
56.281407035175874,59.269017151022126,53.29379691932962
56.78391959798994,59.767541118321574,53.80029807765831
57.28643216080401,60.26575229888826,54.307112022719764
57.78894472361809,60.763649335866475,54.8142401113697
58.291457286432156,61.26123076456116,55.32168380830315
58.793969849246224,61.758495010042516,55.82944468844993
59.2964824120603,62.25544038454305,56.33752443957755
59.79899497487437,62.75206508463698,56.845924865111755
60.30150753768844,63.24836718819042,57.35464788718645
60.804020100502505,63.744344651069866,57.863695549935144
61.306532663316574,64.23999530359526,58.37307002303789
61.80904522613065,64.73531684672255,58.882773605538745
62.31155778894472,65.23030684793926,59.39280872995017
62.81407035175879,65.72496273685492,59.903177966662646
63.31658291457286,66.21928180046665,60.413884028679085
63.81909547738693,66.71326117807797,60.92492977669589
64.321608040201,67.20689785584744,61.436318224554554
64.82412060301507,67.70018866094048,61.94805254508966
65.32663316582914,68.1931302552562,62.46013607640207
65.82914572864321,68.68571912869754,62.97257232858888
66.33165829145727,69.17795159195026,63.48536499096429
66.83417085427135,69.6698237687328,63.9985179398099
67.33668341708542,70.16133158747502,64.51203524669583
67.83919597989949,70.65247077237997,65.025921187419
68.34170854271356,71.14323683381755,65.54018025160957
68.84422110552764,71.63362505799404,66.05481715306124
69.3467336683417,72.1236304958352,66.5698368408482
69.84924623115577,72.6132479510143,67.08524451129725
70.35175879396985,73.10247196704833,67.60104562089137
70.85427135678391,73.59129681337785,68.11724590018997
71.35678391959799,74.07971647033592,68.63385136886005
71.85929648241205,74.56772461290072,69.15086835192338
72.36180904522612,75.05531459311453,69.66830349733772
72.8643216080402,75.54247942103741,70.18616379504299
73.36683417085426,76.02921174408831,70.70445659762021
73.86934673366834,76.51550382460803,71.22318964272864
74.3718592964824,77.00134751545778,71.74237107750702
74.87437185929647,77.48673423344357,72.26200948514938
75.37688442211055,77.97165493032851,72.78211391389259
75.87939698492461,78.45610006116469,73.30269390868453
76.38190954773869,78.94005954963883,73.82375954583854
76.88442211055276,79.4235227500839,74.34532147102162
77.38693467336682,79.90647840576013,74.86739094097352
77.8894472361809,80.38891460295056,75.38997986941123
78.39195979899498,80.87081872034966,75.91310087764029
78.89447236180904,81.35217737314423,76.43676735047384
79.39698492462311,81.83297635109278,76.96099349815344
79.89949748743717,82.31320054979892,77.48579442507543
80.40201005025125,82.79283389424403,78.01118620625847
80.90452261306532,83.27185925348711,78.53718597264354
81.40703517587939,83.75025834525351,79.06381200650526
81.90954773869346,84.22801162890809,79.59108384847883
82.41206030150752,84.70509818503578,80.11902241797927
82.9145728643216,85.18149557952198,80.64765014912122
83.41708542713567,85.65717970961941,81.17699114465194
83.91959798994974,86.13212462899172,81.70707135090775
84.42211055276381,86.6063023481091,82.23791875741853
84.92462311557789,87.07968260560736,82.76956362554841
85.42713567839195,87.55223260526556,83.30203875151834
85.92964824120602,88.02391671205172,83.83537977036033
86.4321608040201,88.49469609915526,84.36962550888494
86.93467336683416,88.96452833596554,84.90481839770278
87.43718592964824,89.43336690442622,85.44100495487025
87.9396984924623,89.90116062789927,85.97823635702532
88.44221105527637,90.36785299233776,86.51656911821499
88.94472361809045,90.8333813338016,87.0560659023793
89.44723618090451,91.2976758586001,87.59679650320892
89.94974874371859,91.76065845179191,88.13883903564526
90.45226130653265,92.22224121521168,88.68228139785361
90.95477386934672,92.68232465580418,89.22722308288927
91.4572864321608,93.14079541603387,89.77377744828773
91.95979899497486,93.59752339611873,90.32207459383099
92.46231155778894,94.05235805577318,90.87226505980469
92.96482412060301,94.50512358945022,91.4245246517558
93.46733668341707,94.95561252412645,91.9790608427077
93.96984924623115,95.40357705815244,92.53612143430986
94.47236180904522,95.84871708136525,93.0960065367252
94.97487437185929,96.29066317289798,93.6590855708206
95.47738693467336,96.72895173066425,94.22582213868247
95.97989949748742,97.16298725607415,94.7968117389007
96.4824120603015,97.591982601908,95.372841518695
96.98492462311557,98.01485902171255,95.9549902245186
97.48743718592964,98.4300669543726,96.54480741748667
97.98994974874371,98.83523362509861,97.14466587238881
98.49246231155777,99.22637424035129,97.75855038276426
98.99497487437185,99.59573817481092,98.39421157393278
99.49748743718592,99.92336805826729,99.07160681610456
100.0,100.0,100.0
